date;tavg;tmin;tmax
1;15.4;11.3;20.7
2;12.2;9.8;15
3;12.2;9.5;14.8
4;13.3;8.3;18.1
5;13.6;10.2;15.6
6;12.2;5;18.2
7;16.6;11;23.7
8;14.3;12.3;16.4
9;12.3;7.6;16
10;11.1;7.6;14.8
11;9.7;6.5;13.1
12;10.6;5.5;13.8
13;11.9;8.5;15
14;10.7;8.3;13.2
15;10.7;7.3;13.9
16;10.2;6.4;13.3
17;11.5;5.9;15.6
18;14.4;12.2;18.4
19;12.7;9.2;15.3
20;11.6;4.8;17.4
21;12.3;9.9;14.2
22;11.7;8.1;15
23;13;8.5;18.2
24;13.4;10.2;15
25;11.2;8.2;14.5
26;11.4;8.6;14.1
27;12.2;8.8;15.2
28;12.2;6.7;15.8
29;14.2;11.2;16.7
30;14.6;12.1;17.2
31;15;7.9;20.6
32;20.1;12.4;30.4
33;15.7;13.2;18.6
34;13.6;9.4;17
35;12.4;8;16.2
36;11.7;9.8;13.5
37;14.7;10;19.3
38;17.3;11.6;22.6
39;20.1;13.8;26.3
40;17.3;13.6;20.5
41;14.5;13.3;16.8
42;13.4;10.8;16.6
43;12.3;7.2;16.1
44;15.2;8.4;21.2
45;14.1;12.1;16.1
46;13.4;11.7;16.2
47;12.9;10;16.2
48;14.6;12.7;18.5
49;13.4;10.3;15.9
50;12.4;9.6;13.9
51;15.9;11.9;21
52;17.7;11.9;22.7
53;19.8;14.5;24
54;17.7;13.9;20.5
55;17.2;11.4;22.8
56;18.6;13.8;22.4
57;20;12.5;25.9
58;25.4;16.7;32.7
59;25.1;21.1;29.2
60;23.5;17.9;28.7
61;24.5;19.1;30.1
62;19.9;16.2;27.1
63;18.5;14.5;21.8
64;19.4;13.7;24.9
65;16.5;13.1;18.2
66;13.9;10.6;16.6
67;16.5;9.5;22.8
68;19.8;15.4;27
69;18;16.7;19.5
70;17.9;16.9;19.3
71;18.1;15.4;20.2
72;17.4;14.4;19.8
73;18.7;13.1;23.1
74;21.3;18.7;24.4
75;18.2;13.6;20.8
76;16.5;14;20
77;16.9;10.8;20.5
78;20.5;17.6;24.1
79;18.8;14.9;22.3
80;17.7;14.6;20.5
81;18.5;14;22.5
82;15.7;12.9;18.5
83;14.6;9.1;20.1
84;16.7;13.6;19.1
85;16;13.8;17.9
86;14.6;10.5;16.9
87;14.2;10.8;17.9
88;13.8;8;19
89;15.6;8.8;20.8
90;17.6;10.6;23.5
91;20.8;15.1;28.1
92;18.2;15.7;20.5
93;18.5;12.3;24.6
94;20.4;14.9;26.4
95;19.1;14.3;24.5
96;18.8;16;21.9
97;18.6;12.3;24.3
98;19.7;17.4;23.1
99;19.6;16.3;23.8
100;19.3;18.2;21.4
101;21.3;16.1;26.8
102;21.3;19.2;24.7
103;18.2;16.4;20.7
104;16.1;13.2;18
105;14.2;12.9;15.4
106;15.3;14.1;16.8
107;16.9;13.7;21.8
108;18.7;13.6;25
109;19.9;14.7;24.5
110;21.4;17.3;26.5
111;20.4;16.5;25.6
112;17.7;14.3;21.5
113;16.7;14.3;19.3
114;19.5;16.5;24.2
115;16.3;15.1;18.2
116;16.1;12.5;20.3
117;16.9;11;22.6
118;19.4;15.9;23.5
119;20.5;18.3;24.5
120;16.3;13.6;18.7
121;14.2;11.2;17.6
122;12.7;9.7;15.7
123;13.7;11.7;15.6
124;13.9;11.5;17
125;13.1;10.8;16.5
126;14.3;12.6;16.8
127;14.5;12.7;16.6
128;13.9;9.5;18.4
129;14.7;10.1;19.6
130;14.7;9.9;19.1
131;15.5;12.5;19.6
132;16.1;12;18.4
133;14.6;12.7;17
134;12.3;9.7;14.5
135;14.4;10.5;18.7
136;14.5;11.3;15.5
137;13.5;10;16.9
138;13.8;10.3;17.4
139;13.8;8.6;17.5
140;14.6;11.9;18.6
141;12.9;9.9;17.6
142;13.1;9.3;16.2
143;13;11.9;15
144;12.8;9;16.4
145;11.7;7.1;16.8
146;12.3;7;17.1
147;12.4;7.5;16.9
148;12.4;8.2;17.3
149;13;8.8;17.5
150;12.3;8.8;16.5
151;11.6;5.5;16.4
152;11.9;7.2;17.4
153;11.4;8;17.2
154;12.4;7.8;16.2
155;15.4;13.3;18.7
156;15;13.8;16.1
157;13.7;10.8;15.5
158;12.1;8.3;16
159;12.1;8.4;14.2
160;7.5;4.2;11.3
161;5.4;1.4;9.8
162;6.3;4.6;8
163;6.8;4.9;8.8
164;6.8;4.3;8.7
165;8.2;7.2;10
166;9.3;7.8;10
167;8.7;3.4;11.7
168;11.5;8.6;13.4
169;9.7;6.3;13
170;9.7;6.5;12
171;12.4;8.6;14.8
172;11.2;7.7;13.9
173;11.7;10;13.3
174;10.3;6.1;13
175;10.7;4.6;15.9
176;11.4;7.3;17
177;10.7;6.9;13.3
178;11;8.1;15.2
179;10.4;7.6;14.7
180;9.8;7.3;14.5
181;7.3;4.1;12
182;8.7;5;15.1
183;9.3;3.6;14.7
184;12.1;9.3;14.2
185;13;10.9;14.9
186;15;13.9;16.9
187;16.1;14.4;18.1
188;12.7;7.3;16.6
189;13.7;12.4;16.7
190;14.7;13.9;15.6
191;13.1;12.2;14
192;13.4;11.4;15.6
193;11.6;9;13.6
194;9.7;8.7;11.8
195;14.3;13.8;14.8
196;12.7;11.6;13.8
197;13;10.5;15.3
198;12.9;10.7;14.2
199;11.6;8.9;13.2
200;8.3;5.2;10
201;5.2;2.6;6.7
202;2.8;0.9;5.4
203;3.3;-0.9;7
204;4.7;3.7;6.8
205;6.5;4.7;7.6
206;5;1.9;9.3
207;5.7;3.8;7
208;6.7;5.3;8.1
209;10.4;7.9;12.4
210;9.4;6.8;12.2
211;9.5;6.2;12.7
212;10.8;9.4;12.1
213;9.6;8.4;11
214;9.5;8.1;11
215;8.2;7.5;9.3
216;10.3;8.1;12.3
217;10.9;9.6;12.3
218;9.7;8;11.3
219;7.8;5.5;9.9
220;6.6;5.6;7.5
221;7.7;5.6;9.6
222;7.7;5.3;11.7
223;7.4;4.6;11.9
224;7.3;4.9;9.3
225;7;4.6;9.1
226;11.3;9.2;13.2
227;12.8;11.1;14.3
228;11.6;10.1;12.8
229;11.9;9.6;13.6
230;11.5;9.9;12.4
231;10;8.3;11.8
232;12.1;8.6;13.4
233;10.4;7.5;12.6
234;9.3;6.7;12.3
235;8.8;5.3;13.2
236;13;11.2;14.4
237;11.8;10.7;13.1
238;9.3;7;11.7
239;7.7;5.6;9.7
240;7.4;6.1;9.3
241;7.6;5.6;9.6
242;5.3;1.6;7.8
243;5.5;4.7;6.2
244;7.1;5.5;8.3
245;5.8;4.4;7.1
246;6.8;5.4;7.6
247;2.7;1.9;5
248;5.7;2.5;7.7
249;6.1;2;8.5
250;5.1;0.8;7.4
251;6.6;5.1;8.1
252;4.9;2.6;7.2
253;6.5;5.6;8.1
254;5.1;1.8;7.1
255;3.5;1.7;5.2
256;2.5;-0.6;4
257;2.9;-0.1;5
258;-0.3;-4.6;2.5
259;-2.9;-5.7;-0.3
260;-1.9;-6;1.4
261;2.2;-0.4;4.8
262;-1.2;-3.7;0.8
263;0.7;-1.7;4.4
264;7.1;3.8;9.8
265;7.8;5.1;11.1
266;10.3;8.2;13.2
267;8.8;5.1;10.9
268;10.8;9.7;11.7
269;6.7;4.6;8.8
270;8.9;5.2;10.8
271;7.7;5.3;10
272;6.7;4.8;10.2
273;11.2;9.6;12
274;9;7.2;10.7
275;5.4;3;6.9
276;5.6;2.5;7.9
277;8.4;4.6;10.6
278;9.3;8.4;10.2
279;8.6;6.3;11.7
280;8.4;6.6;9.6
281;5.9;4.4;8.1
282;5.3;3.4;7.5
283;4.2;0.8;7.9
284;2.5;-0.2;5.7
285;1.4;-1.3;3.4
286;2.3;1.1;2.9
287;0.3;-4.5;5.6
288;-1.1;-4.7;2.7
289;0.6;-2.3;2.4
290;3.4;-1.8;8.4
291;8;5;10.5
292;10.3;8.6;11.6
293;7.2;4.7;10.6
294;4.2;1;7.8
295;2.2;-1.1;6.4
296;1.7;-1.3;5.7
297;1.9;-0.5;5.2
298;2.5;-0.5;5.9
299;2.8;-0.5;6
300;2.7;-0.7;6.2
301;2.2;-2.8;8.2
302;5.7;1.2;8.6
303;3.7;0.8;7.9
304;2;-0.3;3.1
305;1.9;-3.5;7.1
306;2.6;-1.2;6.6
307;2.9;-0.3;6.2
308;3.6;0;7.2
309;5.1;3;8.1
310;4.2;-0.4;8.1
311;3.2;0.8;5.4
312;3.7;-1.1;9.3
313;3.7;-0.5;8.2
314;4.1;0.1;8.7
315;4.9;-0.1;8.4
316;5.2;1.4;9.1
317;5.9;2;10.7
318;5.4;2.9;7.1
319;6.4;5.3;8.3
320;6.6;4.7;8.6
321;7.2;6;8.8
322;7.6;5.1;9.7
323;7.8;6.2;10.2
324;7.1;2.2;9.2
325;8.5;0.8;14.5
326;9.2;7.3;11.9
327;8.3;6;11.1
328;8.2;6.3;10.1
329;7.8;4.9;11.4
330;8;2.5;12.8
331;10;7;12.2
332;14.4;11.4;18.8
333;12.8;10.8;14.7
334;10.3;8.3;12.1
335;8.3;5.5;10.9
336;7.8;6.5;9.1
337;8.1;5;12
338;9.3;4.1;14.8
339;10.1;6;13.3
340;13.2;8.4;18.4
341;12.1;8.2;15.8
342;10.4;6.1;15.3
343;10.6;5;16.2
344;10.3;8.7;12.9
345;8.5;4.9;10.6
346;6.7;2.9;10.7
347;8.2;2.7;12.4
348;9.9;5.9;13
349;8;2;12.3
350;9.5;4.2;14.5
351;8.7;6;11.4
352;6.8;4.4;8.9
353;4.5;1.4;8.2
354;4.9;1.6;8.2
355;4.9;1.8;7
356;5.9;3.4;9.2
357;5.2;0.9;8.2
358;7.5;4.5;11.1
359;7.6;4.1;10.5
360;7.9;1.6;13.6
361;10.3;2.6;16.8
362;10.1;6.8;13
363;10.4;4.5;15.4
364;12.9;6.9;18.7
365;16.9;10.3;23.1
366;19.5;11.4;25.8
367;20.8;16;25.4
368;20.4;15.6;24.4
369;19.2;15.9;21.8
370;20.2;16.2;25
371;20.2;15.7;24.7
372;16;9.8;20.6
373;8.8;7;11.5
374;8.5;6.1;10.9
375;9.1;5.2;12.3
376;12.1;6.9;16.6
377;12.7;8.4;17.4
378;13.3;11.1;16.5
379;13.6;11.1;16.9
380;16.6;10.9;22.6
381;15.5;13.1;19.6
382;12.2;11.1;13.4
383;11.3;9.8;14.1
384;11.7;9.9;14.1
385;13.1;7.5;17.8
386;15.7;11.8;19.6
387;17.4;12.2;22.1
388;17.2;14.9;20.1
389;16.1;14.6;18.9
390;18.9;15.5;21.9
391;18.9;14.3;23.7
392;14.2;12.4;16.8
393;15.1;12.5;19.1
394;19.7;12.6;26.6
395;19.8;13.9;24.1
396;17.7;12.7;23.3
397;19.4;15.5;24.3
398;16.1;12.7;20.1
399;14.6;11.3;18.4
400;15.5;11;19.8
401;15.9;12.4;19.7
402;17.2;14.1;20.9
403;15.5;13.9;17.9
404;15.6;13.1;17.8
405;14.1;11.2;16.4
406;15.7;11.2;19.4
407;15.5;13.1;18.8
408;13.8;11.1;16.4
409;15.3;12.1;18.9
410;15.5;14.4;16.4
411;16.7;14;20.8
412;18.8;12.8;24.3
413;21;18;26.3
414;19.2;14.8;21.3
415;15.6;12.2;18.4
416;15.4;12;18.5
417;15.8;12.8;18
418;16;10.7;20.3
419;15.8;13.1;20.6
420;16;14.5;18.4
421;16.4;15.2;17.5
422;15.6;13.7;17.5
423;15.4;11.2;18.6
424;17.2;10.2;22
425;15.6;13.3;17.6
426;15;10.3;18.6
427;16.7;10.5;21.8
428;17.1;14.3;21.2
429;18.9;14.1;23.1
430;20.2;15.6;25.4
431;18.7;16.2;21.2
432;17.8;13.7;20.5
433;15.3;12.1;18.5
434;14.8;10.6;18.5
435;16.2;11.2;20.1
436;19.2;16.8;21.2
437;19.7;17.3;22.3
438;20.1;14.8;25
439;21.8;13.6;28.5
440;25.1;20.2;32.5
441;20.8;17.7;25
442;20.9;17.5;24.7
443;21.4;18.9;24.7
444;20.5;17.6;24.5
445;18.8;16;21.6
446;18.8;14;23.6
447;18.2;17.1;20.1
448;18.7;15.4;21.9
449;18.5;16;20.7
450;18.6;16.5;21.8
451;16.8;14;19.2
452;17;14.1;20
453;16.4;14.1;18.5
454;19.2;17.8;21.6
455;18.6;16.8;20.8
456;17.4;14.6;20.8
457;17.1;13.7;21
458;18;13.4;22.9
459;17.9;14.3;19.7
460;14.4;11.7;17.7
461;13.4;10.7;16.2
462;13.7;9.1;16.4
463;18.6;16.8;21.4
464;17.8;14.7;20.5
465;17.4;14.1;20.4
466;16.3;10.4;20.9
467;16.9;13.3;20.3
468;17.9;13.6;22.4
469;17.6;11.8;22.7
470;18.3;13.1;23.8
471;18.2;14.9;22.3
472;17;14.6;19.7
473;18.2;15.9;21
474;20.9;15.7;26.7
475;23.8;17.7;30.2
476;24.5;17.8;30.8
477;21.6;18.1;23.9
478;20.8;17.3;24.7
479;20.4;18.4;22.5
480;17.9;14.3;20.5
481;17;11.6;22.7
482;18.2;12.5;24.3
483;18.2;14.6;21.6
484;17;12.7;20.8
485;18.6;16.4;21.2
486;18.2;16.4;20
487;17.8;14.5;21.4
488;18.4;13.9;22.3
489;20;14.9;25.7
490;20;15;26.8
491;18.2;13.2;22.3
492;19.1;13.5;24.9
493;19;16.1;21.3
494;21.8;18;26.9
495;23.7;18.4;30.5
496;24;18.6;30.6
497;22.1;17.7;27.4
498;18.2;16.1;20.6
499;17.5;15.7;20.1
500;16.1;13.5;19
501;15.7;11.2;19.2
502;16.2;13.5;20.3
503;15.6;10.4;20.7
504;15.1;10.7;18.9
505;15.8;9.8;23.1
506;16.4;12.5;22.8
507;14.5;10.5;18.4
508;14.4;8.2;20.3
509;18.3;16.2;20.3
510;16.2;14.4;17.7
511;14.5;11.9;17.6
512;13.2;9.8;18.2
513;12.3;9.7;14.5
514;14.6;12.2;17.9
515;13.7;11.4;17.2
516;10.8;8;13.4
517;10.1;5.3;13
518;12.4;11.1;14.5
519;11.8;9.1;14.4
520;9.1;4.7;14.7
521;8.7;5.1;13.1
522;9;3.7;12.7
523;9.7;8.1;11
524;9.1;8.3;10.6
525;9.7;7.7;12.3
526;10.9;9;14
527;13.2;9.6;19
528;13;10.4;16.3
529;10.5;8.8;12.9
530;9.8;6.5;12.4
531;9.9;7;12.7
532;8.1;2.5;13.4
533;7.5;3.8;10.3
534;5.6;1.2;11.9
535;7.3;4.2;8.9
536;9;8.2;10
537;9.7;5.7;13.1
538;11.6;8.4;14.1
539;13.7;9.6;15.3
540;10;5.8;15
541;9.3;6.1;14.3
542;9.7;5.2;15.8
543;9.3;5.9;14
544;7.6;4;11.2
545;7;3.5;11.4
546;8;7.1;9.8
547;7.4;5.1;10.7
548;7;3.8;9.9
549;5.1;1.2;6.7
550;1.5;-2.2;4.1
551;3;0.9;4.4
552;4.1;3;5.1
553;3;-1.7;5.8
554;2;-1.8;5.1
555;3.9;0.7;5.2
556;3.1;-1;7.6
557;11.1;7.4;13.3
558;12;8.3;14
559;9.2;7.3;11
560;6.6;3.3;8.6
561;5.4;3.8;8
562;7.5;4.6;10.6
563;11.2;7.2;13.6
564;10.6;7.2;12.7
565;8.1;5.7;10.5
566;7.2;4.7;8.7
567;4.6;1.3;6.9
568;2.1;-1.4;6.8
569;7;4.4;9.4
570;1.4;-1.5;4.5
571;-1.2;-5.6;4.2
572;2.8;-3.8;9.1
573;8.8;6.4;9.9
574;7.1;0.6;9.8
575;1.7;-2.2;7.7
576;-0.3;-2.8;4
577;-1.1;-4.5;3.6
578;0.7;-3.1;5.2
579;5.8;3.1;8.7
580;7.5;5.9;10.7
581;9.7;7.4;11
582;7.9;6.2;9.6
583;8.8;7.5;10.6
584;5.7;1.6;7.8
585;6.4;5.6;7.2
586;7.5;6;8.5
587;6.5;5.7;7.5
588;5.4;4.2;7.6
589;6.6;3.4;9
590;5.8;2.2;9.8
591;5.2;1.5;8.1
592;0.1;-2.8;3.5
593;3.8;-0.6;6.4
594;5.8;3.5;7.7
595;5.6;3.7;7.8
596;8.6;7.3;9.9
597;10.4;8.8;12.2
598;8.6;6.6;11.5
599;6.8;4.2;9.1
600;1.4;-1.1;3.9
601;-1.7;-3;-0.5
602;-0.1;-3.3;4
603;3.7;2.9;4.8
604;1.7;0;3.1
605;3.2;0.8;6.3
606;5.2;1.6;7.2
607;6.3;4.4;7.5
608;0.8;-3.9;3.8
609;-2.7;-5.4;-0.4
610;0.6;-1.2;2.6
611;4.1;0.9;7
612;5.2;4.1;6.5
613;5.8;3.5;7.2
614;7.2;5.5;9.7
615;5.8;1.8;7.5
616;3.3;0.2;5.7
617;2.8;0.9;4.9
618;1;-2.6;3.6
619;-0.4;-4.6;3.1
620;-3.3;-4.7;-0.2
621;-3.7;-6.4;-1.8
622;-1.3;-5;4.5
623;0.1;-3.7;4.5
624;0.7;-1.7;4.5
625;-1.7;-6.1;3.3
626;-0.4;-6;3
627;1.3;-0.1;2.7
628;-0.6;-3.7;0.8
629;-2.5;-4.4;-0.2
630;0.2;-4;4.3
631;5.7;3.1;9.4
632;4.5;3;5.9
633;5;3.3;6.9
634;4;3.4;5.4
635;3.5;0.7;5.8
636;8.6;5.9;12.3
637;8.7;6.6;10.6
638;5.5;2.5;7.1
639;4.2;2.1;6
640;4.3;1.9;6
641;2.7;1;4.2
642;0.1;-0.7;1
643;-1.3;-1.9;-0.8
644;-2.2;-3.8;-1.5
645;-0.5;-1.9;0.6
646;0.2;-1.3;1.9
647;1.4;-1.2;5.1
648;3.5;-0.1;8.9
649;6.7;2.1;12.7
650;6;3.2;8.8
651;7.1;5.8;8.1
652;4.6;2.2;8.7
653;6;2;9.8
654;8.9;7.2;10.6
655;9.1;7.3;10.1
656;9.1;7.6;10.5
657;8.1;4.5;10.4
658;4.7;0.8;7.8
659;5.3;0.2;8.5
660;8.5;7;10.4
661;8.7;5.6;10.1
662;4.5;2.6;6.2
663;6;3.6;8.2
664;6.5;4.4;8.2
665;5.5;1.2;8.5
666;8.7;6;12.5
667;7;5.3;10.6
668;5.8;2.8;9.7
669;6.7;5.5;8.3
670;6.1;3.3;10
671;7.2;1.7;12
672;6.4;0;11.3
673;7.7;3.3;12.4
674;9;4.8;15
675;6.4;1.5;11.4
676;7.9;3.3;12.8
677;9.1;5.7;13.2
678;9.6;3;16.1
679;8.2;7;9.3
680;9;7.8;10.5
681;11.2;9.5;13.2
682;10.4;9;11.2
683;7.5;4.1;9.1
684;6.9;1.7;12.3
685;8.1;2.1;12.8
686;8.6;4.9;12.7
687;8.7;4.3;13
688;10.4;3.4;17.9
689;11.1;3.4;19.7
690;12.3;10.6;14.1
691;15.4;9.9;21
692;14.6;10.9;21.3
693;10.2;7.1;13.4
694;10;5.3;15.7
695;9.2;7.7;13
696;9.9;5;16.4
697;8.9;5.9;12
698;8;5.6;10.5
699;10.5;7.3;14.2
700;10.4;7;14.8
701;12.1;4.5;20
702;10;6.6;13.2
703;9.2;3.9;12.8
704;10.1;9.2;11.3
705;9;7;11.6
706;9.3;4.3;13.1
707;9.7;8.5;11.4
708;7.9;5.2;10.1
709;7;4.4;10.3
710;6.3;2.5;10.6
711;5.5;1.3;8.3
712;6.5;0.1;11.5
713;10.9;9.5;13.1
714;8.2;5.4;10.6
715;6.9;3.1;10
716;9;6;11.9
717;6.4;4.6;8.3
718;5.8;0.3;10.6
719;6.4;1;10.2
720;7.9;4.6;10.8
721;8.3;3.3;12.9
722;11.9;5.1;18.3
723;12.4;10.2;14.2
724;11.5;8.8;15.3
725;10.7;7.9;14.2
726;10.7;8.8;12.1
727;9.5;8.1;10.9
728;12.1;7.3;17.2
729;11.4;9.2;15.4
730;10.3;7.1;15
731;8.5;3.8;12.2
732;9.2;4.1;14
733;14.8;5.8;22.6
734;15.7;13.8;20.3
735;14.3;10.2;17
736;13.8;9.3;19.5
737;14;7.6;19.9
738;20;16;25
739;22;16.2;28.1
740;15.9;13.1;20.8
741;13.5;10.9;15.6
742;13.3;9.2;17.2
743;14.3;7.9;19.9
744;17.6;10.4;23.6
745;15.9;12.5;18.8
746;15.6;10.3;20.7
747;16.6;9.5;21.9
748;19.8;12.6;25.5
749;22.6;16.8;30.2
750;19;14.9;23
751;20.7;15.4;26.4
752;17.3;16;19
753;17;13.5;20.4
754;16.5;9.1;22.5
755;20;13.4;24.6
756;18.3;14.2;21.5
757;15.7;13.4;18
758;16.3;11.4;20.8
759;14.9;11.6;18
760;14.3;12.1;17.4
761;16.2;12.3;22.1
762;16.3;15;18.6
763;17.7;12.3;23.6
764;19.6;13.1;26.7
765;16.3;14.7;17.9
766;16.6;13.3;19.2
767;17.6;10.6;23.2
768;19.7;14.7;25.1
769;16.3;14;17.8
770;18.4;14;22.7
771;20.9;13.6;27.2
772;24.1;18.2;29.5
773;21.7;18.2;24.7
774;20.1;14;26.1
775;22.2;16.9;28.3
776;18.5;16.6;20.7
777;18.1;16.6;19.7
778;17.5;16;18.6
779;16.6;13.2;18.8
780;17;11.9;22.1
781;18.1;16.5;22.1
782;17.2;14.5;20.3
783;16.3;12.2;19.3
784;16.3;13.2;19.7
785;16.2;12.5;19.1
786;16.6;10.9;21.1
787;18.3;13.9;22.4
788;19;13.9;23.5
789;20;14.1;25.7
790;20.1;17;24.6
791;18.7;14.3;22.3
792;17.3;10.3;22.7
793;19.2;15.7;24.8
794;18.3;16;20.7
795;15.8;12.8;18.8
796;15.4;10;19.1
797;15.2;11;18.2
798;17;11.7;21.2
799;18.2;16.1;20.4
800;18.4;13.5;22
801;18.9;13;24
802;23;18;29
803;19.8;15.3;22.8
804;18;12.6;21.9
805;19.5;15.7;23.8
806;16.6;14;19.3
807;15.6;12.2;18.7
808;16.5;12.4;19.9
809;18.1;13.5;23
810;18.4;17;20
811;17.8;15.9;20.6
812;18.4;16.1;22.7
813;18.6;14.9;20.8
814;18.1;14.3;21.7
815;18.2;12.9;22.3
816;18.2;15.7;21.3
817;19;16.3;21.7
818;18.7;17;20.9
819;17;13.6;19.8
820;16.3;11;20.3
821;16.3;11.4;21.3
822;16.6;13.2;19.3
823;16.9;13.6;20.3
824;16.2;11.5;19.7
825;16.7;13.3;19.9
826;17.3;15;20.5
827;16.2;12;20.1
828;18;13;23.8
829;18.2;15.6;21.4
830;17.5;12.4;22.1
831;17.3;14.4;19.9
832;17.4;13.7;20.9
833;15.9;13;18.6
834;16.2;12.7;19.1
835;16.4;12.1;20.9
836;17.9;13.6;22.6
837;19.3;14;24.8
838;18.8;15.3;20.6
839;17.5;13;22.1
840;18.6;13.1;23.3
841;18.6;13.4;23.9
842;19.4;13.7;25.3
843;20.7;15.4;26.3
844;17.4;14.2;19.6
845;15.2;12;19.1
846;14.4;9.1;18.2
847;14.7;10.1;19
848;14.5;9.1;19.8
849;16.4;11.3;20.6
850;18.6;16.6;21.4
851;16.3;15;17.4
852;16.1;14.1;18.1
853;15.1;12.8;16.4
854;14.4;10.6;18.1
855;13.9;10;17.9
856;14.2;12.3;16.2
857;14.9;12.4;17.1
858;14.7;12.2;16.9
859;13.1;11.4;15.6
860;12.5;9.9;15.9
861;11.8;10.4;13.2
862;11.7;6.9;16.2
863;12.4;8.8;16.1
864;12.6;9;16.7
865;13.9;10.2;17.9
866;14.6;11.1;18.4
867;12.9;9.4;16.4
868;11.9;7;18.1
869;13.2;8.1;18.6
870;14.3;10.2;17.5
871;14.3;12.2;15.6
872;13.9;9.6;19.5
873;16;14;18.8
874;16.7;13.1;22.5
875;14;9.1;16
876;13.5;9.5;16.6
877;15.8;14.4;17.1
878;14;12;16
879;13.7;12.4;15.3
880;13.4;11.6;15.7
881;11.8;10.3;13.9
882;12.5;10.3;14.9
883;12.8;11.7;14.4
884;12.2;10.7;14.4
885;14.3;12.5;16.3
886;14.9;14.3;15.4
887;13.9;11.4;15.4
888;14.8;11;18.4
889;15.6;12.7;19.2
890;15.7;11.9;21.2
891;18;13.7;23.3
892;13.7;9.5;17.9
893;13.7;8.5;17.6
894;15.7;11.6;19.6
895;14.2;12.2;17.2
896;12.9;10.8;17.1
897;11.5;10.1;13.3
898;12.7;11.2;14.9
899;15.1;13.2;16.8
900;14.6;10.1;16.8
901;13.7;11.2;16.5
902;11.9;10.5;13.7
903;12.5;11;15.3
904;11.2;6.7;15.3
905;8.2;5.2;11.3
906;10.6;7.5;12.9
907;11.8;9.4;13.8
908;9.9;5.9;13.8
909;9.2;5.4;13
910;10.8;8.7;13.3
911;7.9;5.3;11.2
912;6.4;2.2;10.5
913;4.2;1.1;9.2
914;5.8;2.2;7.7
915;8.5;6.4;11.9
916;9.5;6.9;12
917;7.9;5.6;10.9
918;5.9;4.7;7.5
919;7;3.8;9.8
920;7.8;4.5;10.5
921;10;9.1;10.9
922;9.9;8.2;11.4
923;5.9;2.2;10.4
924;7.7;5.8;9.7
925;7.1;5.7;9.5
926;8.1;5.3;11.7
927;11.9;11.2;12.6
928;11.1;9.6;12.8
929;10.7;7.2;14
930;7.1;3.9;9.1
931;4.3;1.1;8.1
932;6.1;4.5;7.8
933;7.7;5.6;10.2
934;6;3.7;8.4
935;3.2;1.6;5
936;2.2;-1;4.1
937;0.6;-2.7;4.5
938;-0.6;-4.1;1.3
939;4.9;1.5;8.7
940;7.3;5.5;9
941;8.2;7;9
942;8.7;7.4;10.1
943;6.3;4.8;7.5
944;3.8;1.4;6.3
945;3.5;2;5.4
946;0.8;0;1.4
947;0.2;-2.1;1.7
948;2;0.5;4.2
949;3.3;0.9;6.2
950;3.8;0.5;6.1
951;2.4;-0.9;4.4
952;2.3;-0.4;4.5
953;2.5;-2.1;6.6
954;6.2;1;8.2
955;5;0.3;8.1
956;7.7;5.2;9
957;8.4;7.7;9.1
958;8.3;6.1;9.7
959;8.6;8.1;9.1
960;8.4;7.7;9.6
961;8;4.8;9.8
962;5.8;4.7;7.2
963;5.3;3.6;6.8
964;4.3;1.9;5.4
965;3;-0.3;7.3
966;8.4;4.2;11.4
967;10.5;8.6;12.9
968;7;5.9;8.2
969;6.4;4.2;8.4
970;8.6;6.1;10.6
971;8.2;7;10.8
972;6.2;4;7.9
973;4.8;2.1;6.9
974;1.8;-0.1;3.8
975;0.8;-1.1;3.4
976;2.4;-0.3;5.5
977;6.7;5.5;7.3
978;6.2;3.9;7
979;5.1;3.9;6.1
980;4.4;3.1;6.1
981;2.9;1.2;5.1
982;4.9;1.6;8.1
983;5.8;3.9;7
984;4.6;3.1;6.3
985;5;2.5;9.8
986;4;1.5;5.8
987;2.1;-0.5;3.7
988;3.3;0.5;6.5
989;5.8;2.3;8.1
990;7.5;3.3;10.4
991;11;7.1;13.5
992;7.4;5.2;9.2
993;5;3.1;7.8
994;5;1.3;6.9
995;9.6;7.5;11
996;9.2;5;11
997;4.4;1.9;7.2
998;6.5;3.2;9.5
999;4.3;2.6;6.2
1000;4.6;1.7;6.7
1001;2.1;-1.2;4.3
1002;2;0.5;3.3
1003;1.6;-1.3;3.2
1004;-1.4;-3.6;1.2
1005;-1.3;-6;2.4
1006;1;-2.6;5.6
1007;0.5;-0.8;2.1
1008;2.9;0.6;6.1
1009;4.7;2.6;6.6
1010;3;0.6;4.9
1011;1.9;-0.8;6
1012;1.9;-1.8;5.8
1013;4.4;0.5;9.4
1014;4.1;-0.4;7.6
1015;2;-2.2;7.4
1016;1.6;-2.3;7.1
1017;1.8;0.2;3.2
1018;1.1;-3.2;4.4
1019;0.8;-2.8;4.5
1020;0.9;-1.4;4.4
1021;0.1;-2.6;3.2
1022;-0.2;-2.8;3.2
1023;-1.7;-4.2;1.2
1024;-2.6;-4.9;0.2
1025;-2.7;-5.2;0
1026;-6.4;-8.6;-5.2
1027;-5.1;-8.5;-1.4
1028;-3.7;-6.9;-0.1
1029;-1.9;-4.6;1
1030;4.2;-2;10.6
1031;6.4;2.9;10.8
1032;5.7;1.3;9.5
